Order,Variable,Description,Category,Variable Type,Consumption Type,Root Formula,Type,Size,Part
4046,Q4110935C1,Activity [Pst Wk] - Computer - Access a news site,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4047,Q4110936C1,Activity [Pst Wk] - Computer - Access a radio station's website,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4048,Q4110937C1,Activity [Pst Wk] - Computer - Access a TV station's website,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4049,Q4110938C1,Activity [Pst Wk] - Computer - Access automotive news/content,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4050,Q4110939C1,Activity [Pst Wk] - Computer - Access celebrity gossip content,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4051,Q4110940C1,Activity [Pst Wk] - Computer - Access fashion or beauty-related content,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4052,Q4110941C1,Activity [Pst Wk] - Computer - Access food/recipes content,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4053,Q4110942C1,Activity [Pst Wk] - Computer - Access health-related content,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4054,Q4110943C1,Activity [Pst Wk] - Computer - Access home decor-related content,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4055,Q4110944C1,Activity [Pst Wk] - Computer - Access professional sports content,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4056,Q4110945C1,Activity [Pst Wk] - Computer - Access real estate listings/sites,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4057,Q4110946C1,Activity [Pst Wk] - Computer - Access restaurant guides/reviews,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4058,Q4110947C1,Activity [Pst Wk] - Computer - Access travel content,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4059,Q4110948C1,Activity [Pst Wk] - Computer - Read or look into online magazines,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4060,Q4110949C1,Activity [Pst Wk] - Computer - Read or look into online newspapers,Media - Internet - Usage,Incidence,,[NBAS12HP],Double,8,14
4061,Q4400309I3,Frequency of Use [Occas/Freq] - Direct Mail - Apps/online flyers,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4062,Q4400301I3,Frequency of Use [Occas/Freq] - Direct Mail - Coupons,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4063,Q4400302I3,Frequency of Use [Occas/Freq] - Direct Mail - Direct email offers,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4064,Q4400303I3,Frequency of Use [Occas/Freq] - Direct Mail - Flyers delivered to the door or in the mail,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4065,Q4400304I3,Frequency of Use [Occas/Freq] - Direct Mail - Flyers inserted into a community newspaper,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4066,Q4400305I3,Frequency of Use [Occas/Freq] - Direct Mail - Flyers inserted into a daily newspaper,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4067,Q4400306I3,Frequency of Use [Occas/Freq] - Direct Mail - General information from the Internet/websites,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4068,Q4400307I3,Frequency of Use [Occas/Freq] - Direct Mail - Local store catalogues,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4069,Q4400308I3,Frequency of Use [Occas/Freq] - Direct Mail - Mail order,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4070,Q4400313I3,Frequency of Use [Occas/Freq] - Direct Mail - Yellow Pages (print),Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4071,Q4400312I3,Frequency of Use [Occas/Freq] - Direct Mail - Yellow Pages (online),Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4072,Q440040C01,Opinion of - Flyers to Door/By Mail - Very favourable,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4073,Q440040C02,Opinion of - Flyers to Door/By Mail - Somewhat favourable,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4074,Q440040C03,Opinion of - Flyers to Door/By Mail - Somewhat unfavourable,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4075,Q440040C04,Opinion of - Flyers to Door/By Mail - Very unfavourable,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4076,Q4451301C1,Noticed advertising [Pst Wk] - Out-of-Home - Billboards,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4077,Q4451302C1,Noticed advertising [Pst Wk] - Out-of-Home - Digital billboards,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4078,Q4451303C1,Noticed advertising [Pst Wk] - Out-of-Home - Inside movie theaters,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4079,Q4451304C1,Noticed advertising [Pst Wk] - Out-of-Home - Inside buses,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4080,Q4451305C1,Noticed advertising [Pst Wk] - Out-of-Home - Inside subway/metro cars,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4081,Q4451306C1,Noticed advertising [Pst Wk] - Out-of-Home - On bus exteriors,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4082,Q4451307C1,Noticed advertising [Pst Wk] - Out-of-Home - Inside commuter trains,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4083,Q4451308C1,Noticed advertising [Pst Wk] - Out-of-Home - Inside shopping malls,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4084,Q4451309C1,Noticed advertising [Pst Wk] - Out-of-Home - Inside public washrooms,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4085,Q4451310C1,Noticed advertising [Pst Wk] - Out-of-Home - Screens inside elevators,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4086,Q4451311C1,Noticed advertising [Pst Wk] - Out-of-Home - On taxis,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4087,Q4451317C1,Noticed advertising [Pst Wk] - Out-of-Home - Inside airports,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4088,Q4451312C1,Noticed advertising [Pst Wk] - Out-of-Home - On subway/metro platforms,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4089,Q4451313C1,Noticed advertising [Pst Wk] - Out-of-Home - On transit shelters,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4090,Q4451314C1,Noticed advertising [Pst Wk] - Out-of-Home - On street furniture (e.g. bus benches),Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4091,Q5300200K1,Minutes Spent Each Day - Driving from Home to Work - Don't commute by automobile,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4092,Q5300200K2,Minutes Spent Each Day - Driving from Home to Work - 1-15 minutes one way,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4093,Q5300200K3,Minutes Spent Each Day - Driving from Home to Work - 16-30 minutes one way,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4094,Q5300200K4,Minutes Spent Each Day - Driving from Home to Work - 31-45 minutes one way,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4095,Q5300200K5,Minutes Spent Each Day - Driving from Home to Work - 46-60 minutes one way,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4096,Q5300200K6,Minutes Spent Each Day - Driving from Home to Work - More than 60 minutes one way (!),Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4097,Q5300200I0,Minutes Spent Each Day - Driving from Home to Work - 1+,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4098,Q5300200A0,Minutes Spent Each Day - Driving from Home to Work - 1+ (Minutes),Media - Direct & Outdoor - Usage,Consumption,Minutes,[Q5300200I0],Double,8,14
4099,Q5300300K1,Minutes Spent Each Day - Commuting from Home to Work by Public Transit - Don't commute by public transit,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4100,Q5300300K2,Minutes Spent Each Day - Commuting from Home to Work by Public Transit - 1-15 minutes one way,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4101,Q5300300K3,Minutes Spent Each Day - Commuting from Home to Work by Public Transit - 16-30 minutes one way,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4102,Q5300300K4,Minutes Spent Each Day - Commuting from Home to Work by Public Transit - 31-45 minutes one way,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4103,Q5300300K5,Minutes Spent Each Day - Commuting from Home to Work by Public Transit - 46-60 minutes one way,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4104,Q5300300K6,Minutes Spent Each Day - Commuting from Home to Work by Public Transit - More than 60 minutes one way (!),Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4105,Q5300300I0,Minutes Spent Each Day - Commuting from Home to Work by Public Transit - 1+,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4106,Q5300300A0,Minutes Spent Each Day - Commuting from Home to Work by Public Transit - 1+ (Minutes),Media - Direct & Outdoor - Usage,Consumption,Minutes,[Q5300300I0],Double,8,14
4107,Q5310200K1,Commuters in Vehicle [Avg] - Automobile - Commuting - 1 (myself alone),Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4108,Q5310200K2,Commuters in Vehicle [Avg] - Automobile - Commuting - 2 people,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4109,Q5310200K5,Commuters in Vehicle [Avg] - Automobile - Commuting - 3 or more people (^),Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4110,Q5310200I0,Commuters in Vehicle [Avg] - Automobile - Commuting - 1+,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4111,Q5310200A0,Commuters in Vehicle [Avg] - Automobile - Commuting - 1+ (People),Media - Direct & Outdoor - Usage,Consumption,People,[Q5310200I0],Double,8,14
4112,Q531030C01,Mode - Commuting from Home to Work - Car/truck/van as driver,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4113,Q531030C02,Mode - Commuting from Home to Work - Car/truck/van as passenger,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4114,Q531030C03,Mode - Commuting from Home to Work - Public transit,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4115,Q531030C04,Mode - Commuting from Home to Work - Walk,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4116,Q531030C05,Mode - Commuting from Home to Work - Bicycle,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4117,Q5310400K1,Days working from home [Avg Wk] - Never,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4118,Q5310400K2,Days working from home [Avg Wk] - 1 day,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4119,Q5310200K3,Days working from home [Avg Wk] - 2 days,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4120,Q5310200K4,Days working from home [Avg Wk] - 3 days,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4121,Q5310400K5,Days working from home [Avg Wk] - 4 days,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4122,Q5310200K6,Days working from home [Avg Wk] - 5 days or more,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4123,Q5310400I0,Days working from home [Avg Wk] - 1+,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4124,Q5310400A0,Days working from home [Avg Wk] - 1+ (Days),Media - Direct & Outdoor - Usage,Consumption,Days,[Q5310400I0],Double,8,14
4125,Q532010C02,Your building has - Elevator Digital Screens - Yes,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4126,Q4950200I0,Single trips taken [Avg Wk] - Bus/streetcar - 1+,Media - Direct & Outdoor - Usage,Incidence,,[NBAS12HP],Double,8,14
4127,Q4950200A0,Single trips taken [Avg Wk] - Bus/streetcar - 1+ (Trips),Media - Direct & Outdoor - Usage,Consumption,Trips,[Q4950200I0],Double,8,14
4128,Q4150101C2,Have - Products/Services - 5G/LTE mobile phones,New Technology,Incidence,,[NBAS12HP],Double,8,14
4129,Q4150103C2,Have - Products/Services - Cloud computing,New Technology,Incidence,,[NBAS12HP],Double,8,14
4130,Q4150105C2,Have - Products/Services - HDTV cable or satellite service or fibre optic,New Technology,Incidence,,[NBAS12HP],Double,8,14
4131,Q4150106C2,Have - Products/Services - Media streaming devices for TV,New Technology,Incidence,,[NBAS12HP],Double,8,14
4132,Q4150107C2,Have - Products/Services - Personal video recorder (PVR),New Technology,Incidence,,[NBAS12HP],Double,8,14
4133,Q4150112C2,Have - Products/Services - Smart home appliances,New Technology,Incidence,,[NBAS12HP],Double,8,14
4134,Q4150108C2,Have - Products/Services - Subscription to a streaming music service,New Technology,Incidence,,[NBAS12HP],Double,8,14
4135,Q4150115C2,Have - Products/Services - Subscription to Internet-based TV service (e.g. Rogers Ignite),New Technology,Incidence,,[NBAS12HP],Double,8,14
4136,Q4150114C2,Have - Products/Services - Ultra HD TV 4k,New Technology,Incidence,,[NBAS12HP],Double,8,14
4137,Q4150113C2,Have - Products/Services - Voice-activated smart speakers,New Technology,Incidence,,[NBAS12HP],Double,8,14
4138,Q4150111C2,Have - Products/Services - Wearable devices,New Technology,Incidence,,[NBAS12HP],Double,8,14
4139,Q4150116C2,Have - Products/Services - Wireless headphones,New Technology,Incidence,,[NBAS12HP],Double,8,14
4140,Q4150101C1,Intend to buy [Nxt 2 Yrs] - Products/Services - 5G/LTE mobile phones,New Technology,Incidence,,[NBAS12HP],Double,8,14
4141,Q4150103C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Cloud computing,New Technology,Incidence,,[NBAS12HP],Double,8,14
4142,Q4150105C1,Intend to buy [Nxt 2 Yrs] - Products/Services - HDTV cable or satellite service or fibre optic,New Technology,Incidence,,[NBAS12HP],Double,8,14
4143,Q4150106C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Media streaming devices for TV,New Technology,Incidence,,[NBAS12HP],Double,8,14
4144,Q4150107C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Personal video recorder (PVR) (!),New Technology,Incidence,,[NBAS12HP],Double,8,14
4145,Q4150112C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Smart home appliances,New Technology,Incidence,,[NBAS12HP],Double,8,14
4146,Q4150108C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Subscription to a streaming music service,New Technology,Incidence,,[NBAS12HP],Double,8,14
4147,Q4150115C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Subscription to Internet-based TV service (e.g. Rogers Ignite),New Technology,Incidence,,[NBAS12HP],Double,8,14
4148,Q4150114C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Ultra HD TV 4k,New Technology,Incidence,,[NBAS12HP],Double,8,14
4149,Q4150113C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Voice-activated smart speakers,New Technology,Incidence,,[NBAS12HP],Double,8,14
4150,Q4150111C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Wearable devices,New Technology,Incidence,,[NBAS12HP],Double,8,14
4151,Q4150116C1,Intend to buy [Nxt 2 Yrs] - Products/Services - Wireless headphones,New Technology,Incidence,,[NBAS12HP],Double,8,14
4152,Q3700201C1,Use - Wireless - A cell phone,Telecoms,Incidence,,[NBAS12HP],Double,8,14
4153,Q3700202C1,Use - Wireless - A smartphone,Telecoms,Incidence,,[NBAS12HP],Double,8,14
4154,Q360020C17,No landline telephone service,Telecoms,Incidence,,[NBAS12HP],Double,8,14
4155,Q3600401C2,Changed Supplier [Pst Yr] - Local telephone service - Yes,Telecoms,Incidence,,[NBAS12HP],Double,8,14
4156,Q3600402C2,Changed Supplier [Pst Yr] - Long distance telephone service - Yes,Telecoms,Incidence,,[NBAS12HP],Double,8,14
4157,Q3700800C1,Have data plan with mobile phone - Yes (paid by self),Telecoms,Incidence,,[NBAS12HP],Double,8,15
4158,Q3700800C2,Have data plan with mobile phone - Yes (paid by someone else),Telecoms,Incidence,,[NBAS12HP],Double,8,15
4159,Q3700800C3,Have data plan with mobile phone - No,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4160,Q370030C01,Spent [Avg Mth] - Wireless - Less than $30 per month,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4161,Q370030C02,Spent [Avg Mth] - Wireless - $30-$99 per month,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4162,Q370030C03,Spent [Avg Mth] - Wireless - $100 or more per month,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4163,Q370030C04,Spent [Avg Mth] - Wireless - Don't know,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4164,Q3700300I0,Spent [Avg Mth] - Wireless - 1+,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4165,Q3700300A0,Spent [Avg Mth] - Wireless - 1+ (Dollars),Telecoms,Consumption,Dollars,[Q3700300I0],Double,8,15
4166,Q3700401C1,Supplier - Wireless - Bell Mobility,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4167,Q3700402C1,Supplier - Wireless - Chatr (^),Telecoms,Incidence,,[NBAS12HP],Double,8,15
4168,Q3700403C1,Supplier - Wireless - FIDO,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4169,Q3700411C1,Supplier - Wireless - Freedom Mobile,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4170,Q3700404C1,Supplier - Wireless - Koodo Mobile,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4171,Q3700407C1,Supplier - Wireless - Rogers,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4172,Q3700408C1,Supplier - Wireless - Telus Mobility,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4173,Q3700409C1,Supplier - Wireless - Videotron,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4174,Q3700412C1,Supplier - Wireless - Virgin Plus,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4175,Q3700413C1,Supplier - Wireless - Don't know,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4176,Q3700501C2,Changed your network provider [Pst Yr] - Wireless - Yes,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4177,Q3700502C2,Upgraded your service plan or added services [Pst Yr] - Wireless - Yes,Telecoms,Incidence,,[NBAS12HP],Double,8,15
4178,Q3000101C1,Attended/Visited [Pst Yr] - Local Attractions - Art galleries/museums/science centres,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4179,Q3000102C1,Attended/Visited [Pst Yr] - Local Attractions - Exhibitions/carnivals/fairs/markets,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4180,Q3000103C1,Attended/Visited [Pst Yr] - Local Attractions - Historical sites,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4181,Q3000104C1,Attended/Visited [Pst Yr] - Local Attractions - Parks/city gardens,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4182,Q3400110C1,Attended/Visited [Pst Yr] - Local Attractions - National or provincial park,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4183,Q3000105C1,Attended/Visited [Pst Yr] - Local Attractions - Specialty movie theatres/IMAX/VIP,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4184,Q3000106C1,Attended/Visited [Pst Yr] - Local Attractions - Sporting events/racing events/air shows,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4185,Q3000107C1,Attended/Visited [Pst Yr] - Local Attractions - Video arcades/indoor amusement centres,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4186,Q3000108C1,Attended/Visited [Pst Yr] - Local Attractions - Theme parks/waterparks/water slides,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4187,Q3000109C1,Attended/Visited [Pst Yr] - Local Attractions - Zoos/aquariums/farms/drive-through animal parks,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4188,Q3000110C1,Attended/Visited [Pst Yr] - Local Attractions - Other leisure activities/attractions,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4189,Q3000201K1,Frequency of Visiting [Pst Yr] - Local Attractions - Art galleries/museums/science centres - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4190,Q3000201K2,Frequency of Visiting [Pst Yr] - Local Attractions - Art galleries/museums/science centres - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4191,Q3000201K3,Frequency of Visiting [Pst Yr] - Local Attractions - Art galleries/museums/science centres - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4192,Q3000202K1,Frequency of Visiting [Pst Yr] - Local Attractions - Exhibitions/carnivals/fairs/markets - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4193,Q3000202K2,Frequency of Visiting [Pst Yr] - Local Attractions - Exhibitions/carnivals/fairs/markets - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4194,Q3000202K3,Frequency of Visiting [Pst Yr] - Local Attractions - Exhibitions/carnivals/fairs/markets - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4195,Q3000203K1,Frequency of Visiting [Pst Yr] - Local Attractions - Historical sites - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4196,Q3000203K2,Frequency of Visiting [Pst Yr] - Local Attractions - Historical sites - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4197,Q3000203K3,Frequency of Visiting [Pst Yr] - Local Attractions - Historical sites - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4198,Q3000204K1,Frequency of Visiting [Pst Yr] - Local Attractions - Parks/city gardens - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4199,Q3000204K2,Frequency of Visiting [Pst Yr] - Local Attractions - Parks/city gardens - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4200,Q3000204K3,Frequency of Visiting [Pst Yr] - Local Attractions - Parks/city gardens - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4201,Q3000205K1,Frequency of Visiting [Pst Yr] - Local Attractions - National or provincial parks - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4202,Q3000205K2,Frequency of Visiting [Pst Yr] - Local Attractions - National or provincial parks - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4203,Q3000205K3,Frequency of Visiting [Pst Yr] - Local Attractions - National or provincial parks - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4204,Q3000206K1,Frequency of Visiting [Pst Yr] - Local Attractions - Specialty movie theatres/IMAX/VIP - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4205,Q3000206K2,Frequency of Visiting [Pst Yr] - Local Attractions - Specialty movie theatres/IMAX/VIP - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4206,Q3000206K3,Frequency of Visiting [Pst Yr] - Local Attractions - Specialty movie theatres/IMAX/VIP - 7 times a year or more (!),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4207,Q3000207K1,Frequency of Visiting [Pst Yr] - Local Attractions - Sporting events/racing events/air shows - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4208,Q3000207K2,Frequency of Visiting [Pst Yr] - Local Attractions - Sporting events/racing events/air shows - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4209,Q3000207K3,Frequency of Visiting [Pst Yr] - Local Attractions - Sporting events/racing events/air shows - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4210,Q3000208K1,Frequency of Visiting [Pst Yr] - Local Attractions - Video arcades/indoor amusement centres - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4211,Q3000208K4,Frequency of Visiting [Pst Yr] - Local Attractions - Video arcades/indoor amusement centres - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4212,Q3000209K1,Frequency of Visiting [Pst Yr] - Local Attractions - Theme parks/waterparks/water slides - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4213,Q3000209K4,Frequency of Visiting [Pst Yr] - Local Attractions - Theme parks/waterparks/water slides - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4214,Q3000210K1,Frequency of Visiting [Pst Yr] - Local Attractions - Zoos/aquariums/farms/drive-through animal parks - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4215,Q3000210K4,Frequency of Visiting [Pst Yr] - Local Attractions - Zoos/aquariums/farms/drive-through animal parks - 2 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4216,Q3000211K1,Frequency of Visiting [Pst Yr] - Local Attractions - Other leisure activities/attractions - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4217,Q3000211K2,Frequency of Visiting [Pst Yr] - Local Attractions - Other leisure activities/attractions - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4218,Q3000211K3,Frequency of Visiting [Pst Yr] - Local Attractions - Other leisure activities/attractions - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4219,Q3100101C1,Attended/Visited [Pst Yr] - Concerts - Auditoriums/arenas/stadiums (any),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4220,Q3100102C1,Attended/Visited [Pst Yr] - Concerts - Casinos (any),Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4221,Q3100103C1,Attended/Visited [Pst Yr] - Concerts - Night clubs/bars,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4222,Q3100104C1,Attended/Visited [Pst Yr] - Concerts - Outdoor stages/parks,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4223,Q3100105C1,Attended/Visited [Pst Yr] - Concerts - Theatres/halls,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4224,Q3100106C1,Attended/Visited [Pst Yr] - Concerts - Other concert venues,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4225,Q3100201K1,Frequency of Attendance [Pst Yr] - Concerts - Auditoriums/arenas/stadiums (any) - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4226,Q3100201K2,Frequency of Attendance [Pst Yr] - Concerts - Auditoriums/arenas/stadiums (any) - 2-6 times a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4227,Q3100201K3,Frequency of Attendance [Pst Yr] - Concerts - Auditoriums/arenas/stadiums (any) - 7 times a year or more,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
4228,Q3100202K1,Frequency of Attendance [Pst Yr] - Concerts - Casinos (any) - Once a year,Sports & Leisure,Incidence,,[NBAS12HP],Double,8,15
